source_chunk,response_index,port_call_id,port_code,vessel_type_code
port_calls__20250113T000000Z__20250114T000000Z.json,8,3185125,FILAN,20
port_calls__20250113T000000Z__20250114T000000Z.json,9,3185128,FILAN,20
port_calls__20250113T000000Z__20250114T000000Z.json,10,3185241,FINLI,20
port_calls__20250113T000000Z__20250114T000000Z.json,11,3188904,FILAN,20
port_calls__20250113T000000Z__20250114T000000Z.json,12,3188921,FIMHQ,20
port_calls__20250113T000000Z__20250114T000000Z.json,13,3189237,FIMHQ,20
port_calls__20250113T000000Z__20250114T000000Z.json,14,3189414,FIHEL,20
port_calls__20250113T000000Z__20250114T000000Z.json,15,3189450,FIHEL,20
port_calls__20250113T000000Z__20250114T000000Z.json,16,3189477,FIHEL,20
port_calls__20250113T000000Z__20250114T000000Z.json,17,3189528,FIHEL,40
port_calls__20250113T000000Z__20250114T000000Z.json,18,3189531,FIHEL,40
port_calls__20250113T000000Z__20250114T000000Z.json,19,3189541,FIHEL,40
port_calls__20250113T000000Z__20250114T000000Z.json,20,3190782,FITKU,20
port_calls__20250113T000000Z__20250114T000000Z.json,21,3190933,FITKU,20
port_calls__20250113T000000Z__20250114T000000Z.json,22,3192470,FIHEL,20
port_calls__20250113T000000Z__20250114T000000Z.json,23,3192483,FIHEL,20
port_calls__20250113T000000Z__20250114T000000Z.json,24,3192943,FIECK,20
port_calls__20250113T000000Z__20250114T000000Z.json,25,3192965,FIECK,20
port_calls__20250113T000000Z__20250114T000000Z.json,26,3192987,FIECK,20
port_calls__20250113T000000Z__20250114T000000Z.json,27,3193537,FIHEL,50
port_calls__20250113T000000Z__20250114T000000Z.json,28,3193657,FIHEL,20
port_calls__20250113T000000Z__20250114T000000Z.json,29,3193999,FILAN,20
port_calls__20250113T000000Z__20250114T000000Z.json,30,3194001,FITKU,20
port_calls__20250113T000000Z__20250114T000000Z.json,31,3194070,FIMHQ,20
port_calls__20250113T000000Z__20250114T000000Z.json,32,3194626,FINLI,40
port_calls__20250113T000000Z__20250114T000000Z.json,33,3194760,FIPOR,60
port_calls__20250113T000000Z__20250114T000000Z.json,34,3195205,FIKTK,40
port_calls__20250113T000000Z__20250114T000000Z.json,35,3196183,FILAN,20
port_calls__20250113T000000Z__20250114T000000Z.json,36,3196425,FIHEL,20
port_calls__20250113T000000Z__20250114T000000Z.json,37,3196433,FIHEL,20
port_calls__20250113T000000Z__20250114T000000Z.json,38,3196436,FIHEL,20
port_calls__20250113T000000Z__20250114T000000Z.json,39,3196437,FIHEL,20
port_calls__20250113T000000Z__20250114T000000Z.json,40,3196455,FIHEL,20
port_calls__20250113T000000Z__20250114T000000Z.json,41,3196456,FIHEL,20
port_calls__20250113T000000Z__20250114T000000Z.json,42,3196495,FIHEL,20
port_calls__20250113T000000Z__20250114T000000Z.json,43,3196642,FIHKO,40
port_calls__20250113T000000Z__20250114T000000Z.json,44,3196647,FIHKO,40
port_calls__20250113T000000Z__20250114T000000Z.json,45,3196648,FIKTK,40
port_calls__20250113T000000Z__20250114T000000Z.json,46,3196880,FIHKO,40
port_calls__20250113T000000Z__20250114T000000Z.json,47,3197083,FISKV,81
port_calls__20250113T000000Z__20250114T000000Z.json,48,3197121,FIPOR,82
port_calls__20250113T000000Z__20250114T000000Z.json,49,3197232,FISKV,81
port_calls__20250113T000000Z__20250114T000000Z.json,50,3197289,FIHEL,50
port_calls__20250113T000000Z__20250114T000000Z.json,51,3197290,FIKTK,50
port_calls__20250113T000000Z__20250114T000000Z.json,52,3197369,FIHKO,40
port_calls__20250113T000000Z__20250114T000000Z.json,53,3197467,FIVAA,20
port_calls__20250113T000000Z__20250114T000000Z.json,54,3198258,FIKTK,70
port_calls__20250113T000000Z__20250114T000000Z.json,55,3198266,FIINK,70
port_calls__20250113T000000Z__20250114T000000Z.json,56,3198269,FIHEL,70
port_calls__20250113T000000Z__20250114T000000Z.json,57,3198312,FIPOR,60
port_calls__20250113T000000Z__20250114T000000Z.json,58,3198320,FISKV,82
port_calls__20250113T000000Z__20250114T000000Z.json,59,3198324,FISKV,80
port_calls__20250113T000000Z__20250114T000000Z.json,60,3198361,FIHKO,70
port_calls__20250113T000000Z__20250114T000000Z.json,61,3198476,FIPRV,90
port_calls__20250113T000000Z__20250114T000000Z.json,62,3198825,FIHEL,70
port_calls__20250113T000000Z__20250114T000000Z.json,63,3198858,FISKV,81
port_calls__20250113T000000Z__20250114T000000Z.json,64,3198901,FIVEI,90
port_calls__20250113T000000Z__20250114T000000Z.json,65,3198902,FIVEI,90
port_calls__20250113T000000Z__20250114T000000Z.json,66,3198928,FIKTK,70
port_calls__20250113T000000Z__20250114T000000Z.json,67,3198946,FIHEL,90
port_calls__20250113T000000Z__20250114T000000Z.json,68,3198982,FIVRK,70
port_calls__20250113T000000Z__20250114T000000Z.json,69,3199043,FIKJO,91
port_calls__20250113T000000Z__20250114T000000Z.json,70,3199048,FIVEI,10
port_calls__20250113T000000Z__20250114T000000Z.json,71,3199273,FIANK,81
port_calls__20250113T000000Z__20250114T000000Z.json,72,3199276,FIANK,80
port_calls__20250113T000000Z__20250114T000000Z.json,73,3199284,FIVEI,10
port_calls__20250113T000000Z__20250114T000000Z.json,74,3199307,FIANK,83
port_calls__20250113T000000Z__20250114T000000Z.json,75,3199309,FIANK,81
port_calls__20250114T000000Z__20250115T000000Z.json,1,3185008,FILAN,20
port_calls__20250114T000000Z__20250115T000000Z.json,2,3185105,FILAN,20
port_calls__20250114T000000Z__20250115T000000Z.json,3,3185130,FINLI,20
port_calls__20250114T000000Z__20250115T000000Z.json,4,3185150,FILAN,20
port_calls__20250114T000000Z__20250115T000000Z.json,5,3185161,FINLI,20
port_calls__20250114T000000Z__20250115T000000Z.json,6,3189415,FIHEL,20
port_calls__20250114T000000Z__20250115T000000Z.json,7,3189451,FIHEL,20
port_calls__20250114T000000Z__20250115T000000Z.json,8,3189478,FIHEL,20
port_calls__20250114T000000Z__20250115T000000Z.json,9,3189516,FIHEL,40
port_calls__20250114T000000Z__20250115T000000Z.json,10,3189542,FIHEL,40
port_calls__20250114T000000Z__20250115T000000Z.json,11,3189561,FIHEL,40
port_calls__20250114T000000Z__20250115T000000Z.json,12,3190783,FITKU,20
port_calls__20250114T000000Z__20250115T000000Z.json,13,3190934,FITKU,20
port_calls__20250114T000000Z__20250115T000000Z.json,14,3191460,FIHEL,20
port_calls__20250114T000000Z__20250115T000000Z.json,15,3192471,FIHEL,20
port_calls__20250114T000000Z__20250115T000000Z.json,16,3192484,FIHEL,20
port_calls__20250114T000000Z__20250115T000000Z.json,17,3192944,FIECK,20
port_calls__20250114T000000Z__20250115T000000Z.json,18,3192966,FIECK,20
port_calls__20250114T000000Z__20250115T000000Z.json,19,3192988,FIECK,20
port_calls__20250114T000000Z__20250115T000000Z.json,20,3193531,FIHEL,50
port_calls__20250114T000000Z__20250115T000000Z.json,21,3194627,FINLI,40
port_calls__20250114T000000Z__20250115T000000Z.json,22,3194641,FIKTK,70
port_calls__20250114T000000Z__20250115T000000Z.json,23,3194649,FILAN,40
port_calls__20250114T000000Z__20250115T000000Z.json,24,3195254,FIRAU,50
port_calls__20250114T000000Z__20250115T000000Z.json,25,3195263,FIMHQ,20
port_calls__20250114T000000Z__20250115T000000Z.json,26,3195270,FIMHQ,20
port_calls__20250114T000000Z__20250115T000000Z.json,27,3196113,FIKTK,70
port_calls__20250114T000000Z__20250115T000000Z.json,28,3196162,FIPOR,80
port_calls__20250114T000000Z__20250115T000000Z.json,29,3196184,FILAN,20
port_calls__20250114T000000Z__20250115T000000Z.json,30,3196191,FILAN,20
port_calls__20250114T000000Z__20250115T000000Z.json,31,3196356,FIMHQ,20
port_calls__20250114T000000Z__20250115T000000Z.json,32,3196360,FIMHQ,20
port_calls__20250114T000000Z__20250115T000000Z.json,33,3196367,FIMHQ,20
port_calls__20250114T000000Z__20250115T000000Z.json,34,3196432,FIHEL,20
port_calls__20250114T000000Z__20250115T000000Z.json,35,3196434,FIMHQ,20
port_calls__20250114T000000Z__20250115T000000Z.json,36,3196435,FIHEL,20
port_calls__20250114T000000Z__20250115T000000Z.json,37,3196450,FIHEL,20
port_calls__20250114T000000Z__20250115T000000Z.json,38,3196454,FIHEL,20
port_calls__20250114T000000Z__20250115T000000Z.json,39,3196466,FIHEL,20
port_calls__20250114T000000Z__20250115T000000Z.json,40,3196472,FIHEL,20
port_calls__20250114T000000Z__20250115T000000Z.json,41,3196485,FIHEL,20
port_calls__20250114T000000Z__20250115T000000Z.json,42,3196646,FIRAU,40
port_calls__20250114T000000Z__20250115T000000Z.json,43,3196881,FIHKO,40
port_calls__20250114T000000Z__20250115T000000Z.json,44,3196895,FIRAA,70
port_calls__20250114T000000Z__20250115T000000Z.json,45,3197036,FITOR,70
port_calls__20250114T000000Z__20250115T000000Z.json,46,3197044,FIPAR,70
port_calls__20250114T000000Z__20250115T000000Z.json,47,3197093,FITOK,70
port_calls__20250114T000000Z__20250115T000000Z.json,48,3197220,FIHKO,40
port_calls__20250114T000000Z__20250115T000000Z.json,49,3197258,FIVAA,80
port_calls__20250114T000000Z__20250115T000000Z.json,50,3197262,FIHEL,50
port_calls__20250114T000000Z__20250115T000000Z.json,51,3197274,FIHEL,50
port_calls__20250114T000000Z__20250115T000000Z.json,52,3197275,FITOR,70
port_calls__20250114T000000Z__20250115T000000Z.json,53,3197288,FITKU,70
port_calls__20250114T000000Z__20250115T000000Z.json,54,3197349,FIHEL,40
port_calls__20250114T000000Z__20250115T000000Z.json,55,3197470,FIVAA,20
port_calls__20250114T000000Z__20250115T000000Z.json,56,3197471,FIVAA,20
port_calls__20250114T000000Z__20250115T000000Z.json,57,3197760,FIHEL,50
port_calls__20250114T000000Z__20250115T000000Z.json,58,3197762,FIKTK,40
port_calls__20250114T000000Z__20250115T000000Z.json,59,3197788,FIUKI,70
port_calls__20250114T000000Z__20250115T000000Z.json,60,3198008,FIKOK,70
port_calls__20250114T000000Z__20250115T000000Z.json,61,3198013,FITKU,70
port_calls__20250114T000000Z__20250115T000000Z.json,62,3198030,FIRAU,70
port_calls__20250114T000000Z__20250115T000000Z.json,63,3198078,FIMHQ,20
port_calls__20250114T000000Z__20250115T000000Z.json,64,3198190,FIPOR,70
port_calls__20250114T000000Z__20250115T000000Z.json,65,3198191,FIPOR,70
port_calls__20250114T000000Z__20250115T000000Z.json,66,3198256,FIPOR,70
port_calls__20250114T000000Z__20250115T000000Z.json,67,3198260,FIKTK,70
port_calls__20250114T000000Z__20250115T000000Z.json,68,3198333,FIRAU,60
port_calls__20250114T000000Z__20250115T000000Z.json,69,3198401,FIRAA,70
port_calls__20250114T000000Z__20250115T000000Z.json,70,3198865,FISKV,80
port_calls__20250114T000000Z__20250115T000000Z.json,71,3198876,FIUKI,70
port_calls__20250114T000000Z__20250115T000000Z.json,72,3198944,FISKV,80
port_calls__20250114T000000Z__20250115T000000Z.json,73,3198983,FIRAA,70
port_calls__20250114T000000Z__20250115T000000Z.json,74,3199149,FIRAU,70
port_calls__20250114T000000Z__20250115T000000Z.json,75,3199152,FIKTK,70
port_calls__20250114T000000Z__20250115T000000Z.json,76,3199172,FIRAU,70
port_calls__20250114T000000Z__20250115T000000Z.json,77,3199268,FIRAA,70
port_calls__20250114T000000Z__20250115T000000Z.json,78,3199319,FINLI,81
port_calls__20250114T000000Z__20250115T000000Z.json,79,3199344,FIVEI,90
port_calls__20250114T000000Z__20250115T000000Z.json,80,3199345,FIVEI,90
port_calls__20250114T000000Z__20250115T000000Z.json,81,3199386,FILPP,70
port_calls__20250114T000000Z__20250115T000000Z.json,82,3199462,FIVEI,10
port_calls__20250114T000000Z__20250115T000000Z.json,83,3199850,FIANK,70
port_calls__20250115T000000Z__20250116T000000Z.json,1,3185133,FINLI,20
port_calls__20250115T000000Z__20250116T000000Z.json,2,3185137,FILAN,20
port_calls__20250115T000000Z__20250116T000000Z.json,3,3185149,FINLI,20
port_calls__20250115T000000Z__20250116T000000Z.json,4,3185171,FILAN,20
port_calls__20250115T000000Z__20250116T000000Z.json,5,3189160,FIHEL,40
port_calls__20250115T000000Z__20250116T000000Z.json,6,3189416,FIHEL,20
port_calls__20250115T000000Z__20250116T000000Z.json,7,3189452,FIHEL,20
port_calls__20250115T000000Z__20250116T000000Z.json,8,3189479,FIHEL,20
port_calls__20250115T000000Z__20250116T000000Z.json,9,3189517,FIHEL,40
port_calls__20250115T000000Z__20250116T000000Z.json,10,3189543,FIHEL,40
port_calls__20250115T000000Z__20250116T000000Z.json,11,3189562,FIHEL,40
port_calls__20250115T000000Z__20250116T000000Z.json,12,3190784,FITKU,20
port_calls__20250115T000000Z__20250116T000000Z.json,13,3190935,FITKU,20
port_calls__20250115T000000Z__20250116T000000Z.json,14,3191543,FIHEL,20
port_calls__20250115T000000Z__20250116T000000Z.json,15,3191893,FIKOK,70
port_calls__20250115T000000Z__20250116T000000Z.json,16,3191894,FIKJO,70
port_calls__20250115T000000Z__20250116T000000Z.json,17,3192472,FIHEL,20
port_calls__20250115T000000Z__20250116T000000Z.json,18,3192485,FIHEL,20
port_calls__20250115T000000Z__20250116T000000Z.json,19,3192945,FIECK,20
port_calls__20250115T000000Z__20250116T000000Z.json,20,3192967,FIECK,20
port_calls__20250115T000000Z__20250116T000000Z.json,21,3192989,FIECK,20
port_calls__20250115T000000Z__20250116T000000Z.json,22,3193893,FILAN,20
port_calls__20250115T000000Z__20250116T000000Z.json,23,3194023,FITKU,20
port_calls__20250115T000000Z__20250116T000000Z.json,24,3194134,FILAN,20
port_calls__20250115T000000Z__20250116T000000Z.json,25,3194628,FINLI,40
port_calls__20250115T000000Z__20250116T000000Z.json,26,3194650,FILAN,40
port_calls__20250115T000000Z__20250116T000000Z.json,27,3195105,FIRAU,50
port_calls__20250115T000000Z__20250116T000000Z.json,28,3196185,FILAN,20
port_calls__20250115T000000Z__20250116T000000Z.json,29,3196192,FILAN,20
port_calls__20250115T000000Z__20250116T000000Z.json,30,3196361,FIMHQ,20
port_calls__20250115T000000Z__20250116T000000Z.json,31,3196368,FIMHQ,20
port_calls__20250115T000000Z__20250116T000000Z.json,32,3196430,FIHEL,20
port_calls__20250115T000000Z__20250116T000000Z.json,33,3196441,FIHEL,20
port_calls__20250115T000000Z__20250116T000000Z.json,34,3196461,FIHEL,20
port_calls__20250115T000000Z__20250116T000000Z.json,35,3196462,FIHEL,20
port_calls__20250115T000000Z__20250116T000000Z.json,36,3196463,FIHEL,20
port_calls__20250115T000000Z__20250116T000000Z.json,37,3196469,FIHEL,20
port_calls__20250115T000000Z__20250116T000000Z.json,38,3196483,FIHEL,20
port_calls__20250115T000000Z__20250116T000000Z.json,39,3196513,FIHEL,20
port_calls__20250115T000000Z__20250116T000000Z.json,40,3196641,FIKTK,40
port_calls__20250115T000000Z__20250116T000000Z.json,41,3196643,FIHKO,40
port_calls__20250115T000000Z__20250116T000000Z.json,42,3197096,FIKOK,83
port_calls__20250115T000000Z__20250116T000000Z.json,43,3197113,FIUKI,60
port_calls__20250115T000000Z__20250116T000000Z.json,44,3197117,FIRAU,70
port_calls__20250115T000000Z__20250116T000000Z.json,45,3197217,FIHKO,40
port_calls__20250115T000000Z__20250116T000000Z.json,46,3197219,FIHKO,40
port_calls__20250115T000000Z__20250116T000000Z.json,47,3197257,FISKV,80
port_calls__20250115T000000Z__20250116T000000Z.json,48,3197277,FITOR,60
port_calls__20250115T000000Z__20250116T000000Z.json,49,3197495,FIKEM,83
port_calls__20250115T000000Z__20250116T000000Z.json,50,3197512,FIKOK,80
port_calls__20250115T000000Z__20250116T000000Z.json,51,3197761,FIRAU,70
port_calls__20250115T000000Z__20250116T000000Z.json,52,3197765,FIKTK,70
port_calls__20250115T000000Z__20250116T000000Z.json,53,3197767,FIHEL,50
port_calls__20250115T000000Z__20250116T000000Z.json,54,3197768,FIKTK,50
port_calls__20250115T000000Z__20250116T000000Z.json,55,3197810,FIRAU,70
port_calls__20250115T000000Z__20250116T000000Z.json,56,3197898,FIKOK,70
port_calls__20250115T000000Z__20250116T000000Z.json,57,3198036,FIKTK,70
port_calls__20250115T000000Z__20250116T000000Z.json,58,3198257,FIVAA,20
port_calls__20250115T000000Z__20250116T000000Z.json,59,3198259,FIKOK,40
port_calls__20250115T000000Z__20250116T000000Z.json,60,3198262,FIKOK,70
port_calls__20250115T000000Z__20250116T000000Z.json,61,3198309,FISKV,80
port_calls__20250115T000000Z__20250116T000000Z.json,62,3198318,FIPOR,70
port_calls__20250115T000000Z__20250116T000000Z.json,63,3198327,FIOUL,80
port_calls__20250115T000000Z__20250116T000000Z.json,64,3198359,FIRAU,40
port_calls__20250115T000000Z__20250116T000000Z.json,65,3198363,FIRAU,70
port_calls__20250115T000000Z__20250116T000000Z.json,66,3198492,FISKV,83
port_calls__20250115T000000Z__20250116T000000Z.json,67,3198947,FIRAA,70
port_calls__20250115T000000Z__20250116T000000Z.json,68,3199047,FIKAS,40
port_calls__20250115T000000Z__20250116T000000Z.json,69,3199150,FIKJO,70
port_calls__20250115T000000Z__20250116T000000Z.json,70,3199317,FIKTK,70
port_calls__20250115T000000Z__20250116T000000Z.json,71,3199320,FIVAA,20
port_calls__20250115T000000Z__20250116T000000Z.json,72,3199431,FILOV,91
port_calls__20250115T000000Z__20250116T000000Z.json,73,3199575,FIEJO,70
port_calls__20250115T000000Z__20250116T000000Z.json,74,3199594,FIKTK,70
port_calls__20250115T000000Z__20250116T000000Z.json,75,3199646,FIMHQ,70
port_calls__20250115T000000Z__20250116T000000Z.json,76,3199649,FIHKO,70
port_calls__20250115T000000Z__20250116T000000Z.json,77,3199663,FIRAA,91
port_calls__20250115T000000Z__20250116T000000Z.json,78,3199851,FIANK,70
port_calls__20250115T000000Z__20250116T000000Z.json,79,3199872,FIPRS,70
port_calls__20250115T000000Z__20250116T000000Z.json,80,3199967,FILAN,20
port_calls__20250115T000000Z__20250116T000000Z.json,81,3200066,FINLI,20
port_calls__20250115T000000Z__20250116T000000Z.json,82,3200619,FIVEI,90
port_calls__20250115T000000Z__20250116T000000Z.json,83,3200661,FIVEI,10
port_calls__20250116T000000Z__20250117T000000Z.json,1,3184303,FIRAU,10
port_calls__20250116T000000Z__20250117T000000Z.json,2,3185129,FILAN,20
port_calls__20250116T000000Z__20250117T000000Z.json,3,3185145,FINLI,20
port_calls__20250116T000000Z__20250117T000000Z.json,4,3185189,FILAN,20
port_calls__20250116T000000Z__20250117T000000Z.json,5,3189417,FIHEL,20
port_calls__20250116T000000Z__20250117T000000Z.json,6,3189453,FIHEL,20
port_calls__20250116T000000Z__20250117T000000Z.json,7,3189480,FIHEL,20
port_calls__20250116T000000Z__20250117T000000Z.json,8,3189518,FIHEL,40
port_calls__20250116T000000Z__20250117T000000Z.json,9,3189544,FIHEL,40
port_calls__20250116T000000Z__20250117T000000Z.json,10,3189563,FIHEL,40
port_calls__20250116T000000Z__20250117T000000Z.json,11,3190785,FITKU,20
port_calls__20250116T000000Z__20250117T000000Z.json,12,3190936,FITKU,20
port_calls__20250116T000000Z__20250117T000000Z.json,13,3191609,FIHEL,20
port_calls__20250116T000000Z__20250117T000000Z.json,14,3192473,FIHEL,20
port_calls__20250116T000000Z__20250117T000000Z.json,15,3192486,FIHEL,20
port_calls__20250116T000000Z__20250117T000000Z.json,16,3192946,FIECK,20
port_calls__20250116T000000Z__20250117T000000Z.json,17,3192968,FIECK,20
port_calls__20250116T000000Z__20250117T000000Z.json,18,3192990,FIECK,20
port_calls__20250116T000000Z__20250117T000000Z.json,19,3193896,FILAN,20
port_calls__20250116T000000Z__20250117T000000Z.json,20,3193973,FITKU,20
port_calls__20250116T000000Z__20250117T000000Z.json,21,3194060,FIMHQ,20
port_calls__20250116T000000Z__20250117T000000Z.json,22,3194629,FINLI,40
port_calls__20250116T000000Z__20250117T000000Z.json,23,3194651,FILAN,40
port_calls__20250116T000000Z__20250117T000000Z.json,24,3195269,FIMHQ,20
port_calls__20250116T000000Z__20250117T000000Z.json,25,3195297,FIMHQ,20
port_calls__20250116T000000Z__20250117T000000Z.json,26,3196022,FIUKI,82
port_calls__20250116T000000Z__20250117T000000Z.json,27,3196186,FILAN,20
port_calls__20250116T000000Z__20250117T000000Z.json,28,3196193,FILAN,20
port_calls__20250116T000000Z__20250117T000000Z.json,29,3196362,FIMHQ,20
port_calls__20250116T000000Z__20250117T000000Z.json,30,3196369,FIMHQ,20
port_calls__20250116T000000Z__20250117T000000Z.json,31,3196383,FIMHQ,10
port_calls__20250116T000000Z__20250117T000000Z.json,32,3196431,FIHEL,20
port_calls__20250116T000000Z__20250117T000000Z.json,33,3196440,FIHEL,20
port_calls__20250116T000000Z__20250117T000000Z.json,34,3196452,FIMHQ,20
port_calls__20250116T000000Z__20250117T000000Z.json,35,3196464,FIHEL,20
port_calls__20250116T000000Z__20250117T000000Z.json,36,3196467,FIHEL,20
port_calls__20250116T000000Z__20250117T000000Z.json,37,3196473,FIHEL,20
port_calls__20250116T000000Z__20250117T000000Z.json,38,3196484,FIHEL,20
port_calls__20250116T000000Z__20250117T000000Z.json,39,3196497,FIHEL,20
port_calls__20250116T000000Z__20250117T000000Z.json,40,3197216,FIHKO,40
port_calls__20250116T000000Z__20250117T000000Z.json,41,3197218,FIRAU,40
port_calls__20250116T000000Z__20250117T000000Z.json,42,3197259,FITKU,80
port_calls__20250116T000000Z__20250117T000000Z.json,43,3197518,FIRAU,50
port_calls__20250116T000000Z__20250117T000000Z.json,44,3197763,FIKTK,70
port_calls__20250116T000000Z__20250117T000000Z.json,45,3197764,FIKTK,50
port_calls__20250116T000000Z__20250117T000000Z.json,46,3197794,FIINK,60
port_calls__20250116T000000Z__20250117T000000Z.json,47,3197797,FIHKO,44
port_calls__20250116T000000Z__20250117T000000Z.json,48,3198014,FIRAU,50
port_calls__20250116T000000Z__20250117T000000Z.json,49,3198054,FIHKO,70
port_calls__20250116T000000Z__20250117T000000Z.json,50,3198055,FISKV,81
port_calls__20250116T000000Z__20250117T000000Z.json,51,3198113,FIMHQ,20
port_calls__20250116T000000Z__20250117T000000Z.json,52,3198252,FIHKO,40
port_calls__20250116T000000Z__20250117T000000Z.json,53,3198264,FIKOK,70
port_calls__20250116T000000Z__20250117T000000Z.json,54,3198298,FITKU,70
port_calls__20250116T000000Z__20250117T000000Z.json,55,3198299,FIOUL,70
port_calls__20250116T000000Z__20250117T000000Z.json,56,3198319,FIHEL,60
port_calls__20250116T000000Z__20250117T000000Z.json,57,3198399,FIPOH,70
port_calls__20250116T000000Z__20250117T000000Z.json,58,3199044,FIKTK,83
port_calls__20250116T000000Z__20250117T000000Z.json,59,3199146,FIKEM,40
port_calls__20250116T000000Z__20250117T000000Z.json,60,3199174,FIKTK,70
port_calls__20250116T000000Z__20250117T000000Z.json,61,3199187,FIKAS,70
port_calls__20250116T000000Z__20250117T000000Z.json,62,3199202,FIPRS,70
port_calls__20250116T000000Z__20250117T000000Z.json,63,3199229,FIKEM,81
port_calls__20250116T000000Z__20250117T000000Z.json,64,3199231,FIKTK,70
port_calls__20250116T000000Z__20250117T000000Z.json,65,3199262,FISKV,81
port_calls__20250116T000000Z__20250117T000000Z.json,66,3199263,FITOK,70
port_calls__20250116T000000Z__20250117T000000Z.json,67,3199301,FIPRS,70
port_calls__20250116T000000Z__20250117T000000Z.json,68,3199308,FIOUL,40
port_calls__20250116T000000Z__20250117T000000Z.json,69,3199315,FIKAS,70
port_calls__20250116T000000Z__20250117T000000Z.json,70,3199321,FIVAA,20
port_calls__20250116T000000Z__20250117T000000Z.json,71,3199346,FIKTK,80
port_calls__20250116T000000Z__20250117T000000Z.json,72,3199450,FIKTK,70
port_calls__20250116T000000Z__20250117T000000Z.json,73,3199451,FIRAA,70
port_calls__20250116T000000Z__20250117T000000Z.json,74,3199461,FIUKI,70
port_calls__20250116T000000Z__20250117T000000Z.json,75,3199567,FIKEM,60
port_calls__20250116T000000Z__20250117T000000Z.json,76,3199595,FISKV,81
port_calls__20250116T000000Z__20250117T000000Z.json,77,3199603,FIANK,81
port_calls__20250116T000000Z__20250117T000000Z.json,78,3199665,FIHKO,40
port_calls__20250116T000000Z__20250117T000000Z.json,79,3199932,FIVRK,70
port_calls__20250116T000000Z__20250117T000000Z.json,80,3199935,FIKEM,90
port_calls__20250116T000000Z__20250117T000000Z.json,81,3200132,FILAN,20
port_calls__20250116T000000Z__20250117T000000Z.json,82,3200236,FILAN,20
port_calls__20250116T000000Z__20250117T000000Z.json,83,3200657,FISKV,80
port_calls__20250116T000000Z__20250117T000000Z.json,84,3200659,FIVEI,90
port_calls__20250116T000000Z__20250117T000000Z.json,85,3200979,FINLI,20
port_calls__20250116T000000Z__20250117T000000Z.json,86,3204803,FIVEI,10
port_calls__20250116T000000Z__20250117T000000Z.json,87,3206306,FIRAA,91
port_calls__20250117T000000Z__20250118T000000Z.json,1,3180562,FIHKO,40
port_calls__20250117T000000Z__20250118T000000Z.json,2,3185124,FINLI,20
port_calls__20250117T000000Z__20250118T000000Z.json,3,3185146,FILAN,20
port_calls__20250117T000000Z__20250118T000000Z.json,4,3185159,FILAN,20
port_calls__20250117T000000Z__20250118T000000Z.json,5,3189418,FIHEL,20
port_calls__20250117T000000Z__20250118T000000Z.json,6,3189454,FIHEL,20
port_calls__20250117T000000Z__20250118T000000Z.json,7,3189481,FIHEL,20
port_calls__20250117T000000Z__20250118T000000Z.json,8,3189519,FIHEL,40
port_calls__20250117T000000Z__20250118T000000Z.json,9,3189545,FIHEL,40
port_calls__20250117T000000Z__20250118T000000Z.json,10,3189564,FIHEL,40
port_calls__20250117T000000Z__20250118T000000Z.json,11,3190786,FITKU,20
port_calls__20250117T000000Z__20250118T000000Z.json,12,3190937,FITKU,20
port_calls__20250117T000000Z__20250118T000000Z.json,13,3191467,FIHEL,20
port_calls__20250117T000000Z__20250118T000000Z.json,14,3192334,FIPOR,81
port_calls__20250117T000000Z__20250118T000000Z.json,15,3192489,FIHEL,20
port_calls__20250117T000000Z__20250118T000000Z.json,16,3192492,FIHEL,20
port_calls__20250117T000000Z__20250118T000000Z.json,17,3192495,FIHEL,20
port_calls__20250117T000000Z__20250118T000000Z.json,18,3192947,FIECK,20
port_calls__20250117T000000Z__20250118T000000Z.json,19,3192969,FIECK,20
port_calls__20250117T000000Z__20250118T000000Z.json,20,3193929,FILAN,20
port_calls__20250117T000000Z__20250118T000000Z.json,21,3193993,FITKU,20
port_calls__20250117T000000Z__20250118T000000Z.json,22,3194208,FIMHQ,20
port_calls__20250117T000000Z__20250118T000000Z.json,23,3194630,FINLI,40
port_calls__20250117T000000Z__20250118T000000Z.json,24,3194652,FILAN,40
port_calls__20250117T000000Z__20250118T000000Z.json,25,3196187,FILAN,20
port_calls__20250117T000000Z__20250118T000000Z.json,26,3196194,FILAN,20
port_calls__20250117T000000Z__20250118T000000Z.json,27,3196295,FIHEL,50
port_calls__20250117T000000Z__20250118T000000Z.json,28,3196357,FIMHQ,20
port_calls__20250117T000000Z__20250118T000000Z.json,29,3196363,FIMHQ,20
port_calls__20250117T000000Z__20250118T000000Z.json,30,3196370,FIMHQ,20
port_calls__20250117T000000Z__20250118T000000Z.json,31,3196385,FIMHQ,10
port_calls__20250117T000000Z__20250118T000000Z.json,32,3196442,FIHEL,20
port_calls__20250117T000000Z__20250118T000000Z.json,33,3196446,FIHEL,20
port_calls__20250117T000000Z__20250118T000000Z.json,34,3196459,FIHEL,20
port_calls__20250117T000000Z__20250118T000000Z.json,35,3196474,FIHEL,20
port_calls__20250117T000000Z__20250118T000000Z.json,36,3196481,FIHEL,20
port_calls__20250117T000000Z__20250118T000000Z.json,37,3196500,FIHEL,20
port_calls__20250117T000000Z__20250118T000000Z.json,38,3196502,FIHEL,20
port_calls__20250117T000000Z__20250118T000000Z.json,39,3196503,FIHEL,20
